rank,gene,typed_status,strongest_condition,strongest_n_total_de_genes,rest_de,stim8hr_de,stim48hr_de,k562_de,rpe1_de,specificity_status,collectri_target_count,standard_t_cell_annotation
8636,SLAMF6,evidence_attached,Rest,38,38,3,1,,,not_assayed,0,False
8637,SLAMF7,evidence_attached,Stim8hr,108,45,108,2,,,not_assayed,0,False
8638,SLAMF8,not_assayed,,,0,1,1,,,not_assayed,0,False
8639,SLC10A1,not_assayed,,,2,3,2,,,not_assayed,0,False
8640,SLC10A3,associative_only,Stim8hr,5,1,5,2,2,,cell_type_specific_context,0,False
8641,SLC10A7,evidence_attached,Stim8hr,23,9,23,2,0,,cell_type_specific_context,0,False
8642,SLC11A1,not_assayed,,,2,3,0,,,not_assayed,0,False
8643,SLC11A2,evidence_attached,Rest,16,16,3,10,1,,cell_type_specific_context,0,False
8644,SLC12A2,associative_only,Rest,5,5,1,3,1,,cell_type_specific_context,0,False
8645,SLC12A4,associative_only,Rest,2,2,2,1,0,,cell_type_specific_context,0,False
8646,SLC12A6,not_assayed,,,1,1,1,,,not_assayed,0,False
8647,SLC12A7,associative_only,Rest,1,1,1,1,0,,cell_type_specific_context,0,False
8648,SLC12A9,not_assayed,,,10,7,6,0,,cell_type_specific_context,0,False
8649,SLC15A2,not_assayed,,,0,2,0,,,not_assayed,0,False
8650,SLC15A3,not_assayed,,,0,0,0,,,not_assayed,0,False
8651,SLC15A4,evidence_attached,Stim8hr,17,7,17,3,15,,cell_type_specific_context,0,False
8652,SLC16A1,evidence_attached,Stim48hr,387,5,1,387,26,,specificity_warning,0,False
8653,SLC16A10,not_assayed,,,1,0,0,,,not_assayed,0,False
8654,SLC16A13,evidence_attached,Rest,11,11,2,4,,,not_assayed,0,False
8655,SLC16A3,associative_only,Stim48hr,5,1,0,5,,,not_assayed,0,False
8656,SLC16A5,evidence_attached,Rest,38,38,9,10,44,551,specificity_warning,0,False
8657,SLC16A6,associative_only,Rest,7,7,3,1,,,not_assayed,0,False
8658,SLC16A7,associative_only,Rest,1,1,1,1,,,not_assayed,0,False
8659,SLC17A1,not_assayed,,,0,0,0,,,not_assayed,0,False
8660,SLC17A3,not_assayed,,,0,0,6,,,not_assayed,0,False
8661,SLC17A5,evidence_attached,Stim8hr,267,237,267,5,0,,cell_type_specific_context,0,False
8662,SLC17A9,not_assayed,,,0,0,0,,,not_assayed,0,False
8663,SLC18A2,not_assayed,,,43,3,3,,,not_assayed,0,False
8664,SLC18B1,associative_only,Rest,1,1,1,1,2,,cell_type_specific_context,0,False
8665,SLC19A1,associative_only,Rest,1,1,1,1,1,,cell_type_specific_context,0,False
8666,SLC19A2,associative_only,Stim8hr,3,1,3,2,0,,cell_type_specific_context,0,False
8667,SLC1A2,not_assayed,,,0,1,0,,,not_assayed,0,False
8668,SLC1A4,associative_only,Stim48hr,4,1,1,4,0,,cell_type_specific_context,0,False
8669,SLC1A5,associative_only,Stim48hr,5,1,1,5,209,210,specificity_warning,0,False
8670,SLC1A6,not_assayed,,,2,0,1,,,not_assayed,0,False
8671,SLC20A1,associative_only,Stim8hr,7,3,7,4,3,,cell_type_specific_context,0,False
8672,SLC22A15,not_assayed,,,8,39,1,,,not_assayed,0,False
8673,SLC22A17,not_assayed,,,0,0,0,,,not_assayed,0,False
8674,SLC22A18,associative_only,Stim48hr,5,1,0,5,,,not_assayed,0,False
8675,SLC22A23,not_assayed,,,0,2,0,0,,cell_type_specific_context,0,False
8676,SLC22A3,not_assayed,,,1,1,1,,,not_assayed,0,False
8677,SLC22A5,not_assayed,,,0,2,3,,,not_assayed,0,False
8678,SLC23A1,not_assayed,,,0,0,1,,,not_assayed,0,False
8679,SLC23A2,evidence_attached,Stim8hr,13,0,13,3,,,not_assayed,0,False
8680,SLC23A3,not_assayed,,,1,0,1,,,not_assayed,0,False
8681,SLC24A1,not_assayed,,,1971,1927,1916,,,not_assayed,0,False
8682,SLC25A1,evidence_attached,Stim48hr,377,10,87,377,1,,cell_type_specific_context,0,False
8683,SLC25A10,evidence_attached,Rest,148,148,179,315,1007,16,specificity_warning,0,False
8684,SLC25A11,associative_only,Stim48hr,5,3,5,5,1,,cell_type_specific_context,0,False
8685,SLC25A12,associative_only,Stim48hr,2,1,1,2,1,,cell_type_specific_context,0,False
8686,SLC25A13,associative_only,Stim48hr,7,3,4,7,5,,cell_type_specific_context,0,False
8687,SLC25A14,associative_only,Rest,1,1,1,1,0,,cell_type_specific_context,0,False
8688,SLC25A15,evidence_attached,Stim8hr,11,2,11,2,0,,cell_type_specific_context,0,False
8689,SLC25A16,associative_only,Stim48hr,3,2,2,3,0,,cell_type_specific_context,0,False
8690,SLC25A17,associative_only,Stim48hr,2,1,1,2,1,,cell_type_specific_context,0,False
8691,SLC25A19,associative_only,Rest,2,2,2,2,6,,cell_type_specific_context,0,False
8692,SLC25A20,associative_only,Rest,2,2,1,1,4,,cell_type_specific_context,0,False
8693,SLC25A22,evidence_attached,Stim8hr,194,150,194,67,0,,cell_type_specific_context,0,False
8694,SLC25A23,associative_only,Stim48hr,2,1,1,2,2,,cell_type_specific_context,0,False
8695,SLC25A24,associative_only,Stim48hr,2,1,2,2,4,,cell_type_specific_context,0,False
8696,SLC25A25,not_assayed,,,0,3,0,1,,cell_type_specific_context,0,False
8697,SLC25A26,evidence_attached,Stim48hr,203,12,83,203,0,0,cell_type_specific_context,0,False
8698,SLC25A27,not_assayed,,,89,57,140,,,not_assayed,0,False
8699,SLC25A28,evidence_attached,Stim48hr,142,6,20,142,0,,cell_type_specific_context,0,False
8700,SLC25A29,not_assayed,,,0,1,0,1,,cell_type_specific_context,0,False
8701,SLC25A3,evidence_attached,Rest,76,76,26,5,11,5,cell_type_specific_context,0,False
8702,SLC25A30,associative_only,Rest,1,1,1,1,,,not_assayed,0,False
8703,SLC25A32,evidence_attached,Stim48hr,76,3,2,76,1,,cell_type_specific_context,0,False
8704,SLC25A33,associative_only,Rest,1,1,1,1,1,,cell_type_specific_context,0,False
8705,SLC25A34,not_assayed,,,0,0,0,,,not_assayed,0,False
8706,SLC25A35,associative_only,Rest,1,1,0,1,,,not_assayed,0,False
8707,SLC25A36,associative_only,Rest,3,3,1,1,25,,cell_type_specific_context,0,False
8708,SLC25A37,evidence_attached,Stim48hr,21,2,5,21,2,,cell_type_specific_context,0,False
8709,SLC25A38,associative_only,Stim8hr,4,1,4,3,0,,cell_type_specific_context,0,False
8710,SLC25A39,associative_only,Rest,1,1,1,1,4,,cell_type_specific_context,0,False
8711,SLC25A4,associative_only,Rest,2,2,1,1,1,,cell_type_specific_context,0,False
8712,SLC25A40,associative_only,Stim48hr,4,2,3,4,,,not_assayed,0,False
8713,SLC25A42,associative_only,Rest,6,6,4,5,669,929,specificity_warning,0,False
8714,SLC25A43,associative_only,Rest,1,1,1,1,,,not_assayed,0,False
8715,SLC25A44,associative_only,Stim48hr,3,1,1,3,2,,cell_type_specific_context,0,False
8716,SLC25A45,associative_only,Rest,5,5,2,2,,,not_assayed,0,False
8717,SLC25A46,associative_only,Stim8hr,2,1,2,1,10,,cell_type_specific_context,0,False
8718,SLC25A5,associative_only,Rest,3,3,3,2,2,,cell_type_specific_context,0,False
8719,SLC25A51,evidence_attached,Rest,193,193,68,103,5,,cell_type_specific_context,0,False
8720,SLC25A53,not_assayed,,,3,4,3,0,,cell_type_specific_context,0,False
8721,SLC25A6,not_assayed,,,0,2,0,1,,cell_type_specific_context,0,False
8722,SLC26A1,not_assayed,,,0,0,0,,,not_assayed,0,False
8723,SLC26A11,not_assayed,,,1,0,1,,,not_assayed,0,False
8724,SLC26A2,associative_only,Stim48hr,4,1,3,4,,,not_assayed,0,False
8725,SLC26A3,not_assayed,,,0,0,0,,,not_assayed,0,False
8726,SLC26A4,associative_only,Stim48hr,2,3,1,2,,,not_assayed,0,False
8727,SLC26A5,not_assayed,,,3,2,3,,,not_assayed,0,False
8728,SLC26A6,associative_only,Rest,3,3,1,2,0,,cell_type_specific_context,0,False
8729,SLC27A1,not_assayed,,,0,0,3,,,not_assayed,0,False
8730,SLC27A2,associative_only,Stim8hr,2,1,2,1,1,,cell_type_specific_context,0,False
8731,SLC27A3,evidence_attached,Rest,188,188,0,1,,,not_assayed,0,False
8732,SLC27A4,associative_only,Stim8hr,3,1,3,1,69,,specificity_warning,0,False
8733,SLC27A5,evidence_attached,Stim8hr,22,5,22,2,1,,cell_type_specific_context,0,False
8734,SLC29A1,associative_only,Stim48hr,9,4,7,9,2,,cell_type_specific_context,0,False
8735,SLC29A2,associative_only,Stim48hr,1,0,1,1,0,,cell_type_specific_context,0,False
8736,SLC29A3,associative_only,Stim8hr,1,0,1,0,,,not_assayed,0,False
8737,SLC2A1,evidence_attached,Rest,26,26,20,22,0,,cell_type_specific_context,0,False
8738,SLC2A11,associative_only,Stim8hr,10,5,10,7,46,,specificity_warning,0,False
8739,SLC2A13,associative_only,Stim48hr,2,1,1,2,0,,cell_type_specific_context,0,False
8740,SLC2A14,not_assayed,,,0,0,0,,,not_assayed,0,False
8741,SLC2A3,associative_only,Stim48hr,3,1,2,3,2,,cell_type_specific_context,0,False
8742,SLC2A4RG,associative_only,Rest,2,2,1,1,3,,cell_type_specific_context,1,False
8743,SLC2A6,not_assayed,,,1,1,2,,,not_assayed,0,False
8744,SLC2A8,associative_only,Stim8hr,4,0,4,1,29,300,specificity_warning,0,False
8745,SLC30A1,evidence_attached,Stim8hr,21,13,21,16,5,,cell_type_specific_context,0,False
8746,SLC30A4,associative_only,Rest,1,1,0,1,,,not_assayed,0,False
8747,SLC30A5,associative_only,Rest,1,1,1,1,1,,cell_type_specific_context,0,False
8748,SLC30A6,evidence_attached,Rest,16,16,1,1,0,,cell_type_specific_context,0,False
8749,SLC30A7,evidence_attached,Stim8hr,11,2,11,1,1,,cell_type_specific_context,0,False
8750,SLC30A9,associative_only,Stim48hr,2,1,1,2,56,,specificity_warning,0,False
8751,SLC31A1,evidence_attached,Rest,1344,1344,846,240,51,,specificity_warning,0,False
8752,SLC31A2,associative_only,Rest,1,1,1,1,,,not_assayed,0,False
8753,SLC33A1,evidence_attached,Rest,32,32,1,13,4,,cell_type_specific_context,0,False
8754,SLC35A1,evidence_attached,Rest,14,14,6,9,1,,cell_type_specific_context,0,False
8755,SLC35A2,evidence_attached,Rest,64,64,9,8,0,,cell_type_specific_context,0,False
8756,SLC35A3,associative_only,Rest,4,4,4,1,113,,specificity_warning,0,False
8757,SLC35A4,associative_only,Stim8hr,4,3,4,3,291,380,specificity_warning,0,False
8758,SLC35A5,associative_only,Stim8hr,7,3,7,4,,,not_assayed,0,False
8759,SLC35B1,evidence_attached,Stim8hr,1542,628,1542,108,10,504,cell_type_specific_context,0,False
8760,SLC35B2,associative_only,Rest,10,10,2,3,46,,specificity_warning,0,False
8761,SLC35B3,associative_only,Rest,1,1,1,1,0,,cell_type_specific_context,0,False
8762,SLC35B4,evidence_attached,Stim48hr,14,6,4,14,2,,cell_type_specific_context,0,False
8763,SLC35C1,associative_only,Stim48hr,10,7,6,10,,,not_assayed,0,False
8764,SLC35C2,evidence_attached,Rest,673,673,2,1,3,,cell_type_specific_context,0,False
8765,SLC35D1,associative_only,Stim48hr,5,3,3,5,1,,cell_type_specific_context,0,False
8766,SLC35D2,evidence_attached,Rest,89,89,1,2,0,,cell_type_specific_context,0,False
8767,SLC35E1,evidence_attached,Stim8hr,13,4,13,7,10,,cell_type_specific_context,0,False
8768,SLC35E2A,not_assayed,,,0,0,0,,,not_assayed,0,False
8769,SLC35E2B,not_assayed,,,0,0,44,0,,cell_type_specific_context,0,False
8770,SLC35E3,evidence_attached,Rest,39,39,31,20,0,,cell_type_specific_context,0,False
8771,SLC35E4,associative_only,Stim48hr,3,0,1,3,,,not_assayed,0,False
8772,SLC35F2,associative_only,Stim8hr,5,3,5,2,9,,cell_type_specific_context,0,False
8773,SLC35F5,associative_only,Rest,2,2,2,1,0,,cell_type_specific_context,0,False
8774,SLC35F6,associative_only,Rest,1,1,1,1,89,,specificity_warning,0,False
8775,SLC35G1,associative_only,Stim8hr,3,1,3,1,0,,cell_type_specific_context,0,False
8776,SLC36A1,associative_only,Rest,5,5,2,2,,,not_assayed,0,False
8777,SLC36A4,associative_only,Rest,1,1,1,1,,,not_assayed,0,False
8778,SLC37A1,associative_only,Stim8hr,4,1,4,0,0,,cell_type_specific_context,0,False
8779,SLC37A3,evidence_attached,Stim8hr,14,7,14,11,0,,cell_type_specific_context,0,False
8780,SLC37A4,associative_only,Stim48hr,2,1,1,2,0,,cell_type_specific_context,0,False
8781,SLC38A1,associative_only,Stim48hr,9,1,3,9,56,,specificity_warning,0,False
8782,SLC38A10,evidence_attached,Stim48hr,22,3,2,22,0,,cell_type_specific_context,0,False
8783,SLC38A2,associative_only,Rest,4,4,1,1,14,,cell_type_specific_context,0,False
8784,SLC38A5,associative_only,Rest,3,3,2,2,1,,cell_type_specific_context,0,False
8785,SLC38A6,evidence_attached,Stim48hr,37,87,250,37,183,,specificity_warning,0,False
8786,SLC38A7,associative_only,Stim48hr,4,3,1,4,0,,cell_type_specific_context,0,False
8787,SLC38A9,associative_only,Stim8hr,5,4,5,3,2,,cell_type_specific_context,0,False
8788,SLC39A1,evidence_attached,Stim8hr,11,6,11,3,1,,cell_type_specific_context,0,False
8789,SLC39A10,associative_only,Rest,3,3,1,1,49,11,specificity_warning,0,False
8790,SLC39A11,associative_only,Rest,2,2,1,1,0,,cell_type_specific_context,0,False
8791,SLC39A13,evidence_attached,Stim8hr,51,2,51,0,0,,cell_type_specific_context,0,False
8792,SLC39A14,associative_only,Stim8hr,2,1,2,1,5,,cell_type_specific_context,0,False
8793,SLC39A3,associative_only,Rest,2,2,2,2,2,,cell_type_specific_context,0,False
8794,SLC39A4,not_assayed,,,0,0,0,1,,cell_type_specific_context,0,False
8795,SLC39A6,evidence_attached,Stim8hr,289,71,289,63,64,,specificity_warning,0,False
8796,SLC39A7,evidence_attached,Stim8hr,22,4,22,6,126,1126,specificity_warning,0,False
8797,SLC39A8,associative_only,Stim8hr,6,2,6,1,1,,cell_type_specific_context,0,False
8798,SLC39A9,not_assayed,,,2,3,2,961,170,specificity_warning,0,False
8799,SLC3A1,not_assayed,,,1,0,0,,,not_assayed,0,False
8800,SLC3A2,evidence_attached,Stim8hr,2492,3,2492,52,4,,cell_type_specific_context,0,False
8801,SLC40A1,associative_only,Rest,1,1,0,0,6,,cell_type_specific_context,0,False
8802,SLC41A1,associative_only,Stim48hr,4,1,1,4,,,not_assayed,0,False
8803,SLC41A2,associative_only,Stim48hr,1,0,1,1,,,not_assayed,0,False
8804,SLC41A3,associative_only,Rest,1,1,1,1,4,,cell_type_specific_context,0,False
8805,SLC43A1,associative_only,Rest,2,2,1,1,1,,cell_type_specific_context,0,False
8806,SLC43A2,associative_only,Stim8hr,3,4,3,2,,,not_assayed,0,False
8807,SLC43A3,associative_only,Stim8hr,2,1,2,1,1,,cell_type_specific_context,0,False
8808,SLC44A1,not_assayed,,,2,1,1,,,not_assayed,0,False
8809,SLC44A2,evidence_attached,Stim48hr,21,17,13,21,0,,cell_type_specific_context,0,False
8810,SLC44A3,not_assayed,,,0,0,0,,,not_assayed,0,False
8811,SLC44A4,not_assayed,,,0,0,2,3,,cell_type_specific_context,0,False
8812,SLC44A5,not_assayed,,,1,3,1,,,not_assayed,0,False
8813,SLC45A4,not_assayed,,,0,0,0,0,,cell_type_specific_context,0,False
8814,SLC46A3,associative_only,Rest,1,1,0,0,,,not_assayed,0,False
8815,SLC48A1,associative_only,Stim48hr,2,1,1,2,0,,cell_type_specific_context,0,False
8816,SLC49A4,associative_only,Stim8hr,6,2,6,2,,,not_assayed,0,False
8817,SLC4A10,not_assayed,,,3,1,2,,,not_assayed,0,False
8818,SLC4A1AP,evidence_attached,Rest,307,307,208,24,15,,cell_type_specific_context,0,False
8819,SLC4A2,associative_only,Stim8hr,2,1,2,1,1,,cell_type_specific_context,0,False
8820,SLC4A4,not_assayed,,,0,2,0,,,not_assayed,0,False
8821,SLC4A5,not_assayed,,,4,3,3,4,3,cell_type_specific_context,0,False
8822,SLC4A7,evidence_attached,Stim48hr,148,15,46,148,9,,cell_type_specific_context,0,False
8823,SLC4A8,not_assayed,,,0,0,0,,,not_assayed,0,False
8824,SLC50A1,associative_only,Stim48hr,3,1,2,3,1,,cell_type_specific_context,0,False
8825,SLC51A,not_assayed,,,4,3,5,,,not_assayed,0,False
8826,SLC52A2,associative_only,Stim8hr,9,2,9,4,0,,cell_type_specific_context,0,False
8827,SLC5A10,not_assayed,,,1,4,0,,,not_assayed,0,False
8828,SLC5A2,not_assayed,,,0,1,0,,,not_assayed,0,False
8829,SLC5A3,evidence_attached,Stim48hr,170,1,10,170,29,,specificity_warning,0,False
8830,SLC5A5,not_assayed,,,4,1,0,,,not_assayed,0,False
8831,SLC5A6,evidence_attached,Stim8hr,1272,659,1272,34,1,,cell_type_specific_context,0,False
8832,SLC66A1,associative_only,Rest,10,10,2,2,1,,cell_type_specific_context,0,False
8833,SLC66A2,associative_only,Rest,3,3,2,2,0,,cell_type_specific_context,0,False
8834,SLC66A3,associative_only,Rest,1,1,1,1,1,,cell_type_specific_context,0,False
8835,SLC6A1,not_assayed,,,0,0,0,,,not_assayed,0,False
8836,SLC6A6,evidence_attached,Stim8hr,25,3,25,9,0,,cell_type_specific_context,0,False
8837,SLC6A8,not_assayed,,,0,2,7,2,,cell_type_specific_context,0,False
8838,SLC6A9,associative_only,Stim48hr,5,2,0,5,,,not_assayed,0,False
8839,SLC7A11,evidence_attached,Stim48hr,29,120,171,29,1,,cell_type_specific_context,0,False
8840,SLC7A5,associative_only,Stim8hr,9,1,9,2,620,12,specificity_warning,0,False
8841,SLC7A6,evidence_attached,Stim8hr,262,6,262,6,6,,cell_type_specific_context,0,False
8842,SLC7A7,not_assayed,,,10,3,3,,,not_assayed,0,False
8843,SLC7A8,not_assayed,,,0,0,0,0,,cell_type_specific_context,0,False
8844,SLC8B1,associative_only,Stim48hr,4,3,4,4,0,,cell_type_specific_context,0,False
8845,SLC9A1,evidence_attached,Stim8hr,15,9,15,7,,,not_assayed,0,False
8846,SLC9A5,not_assayed,,,208,415,207,,,not_assayed,0,False
8847,SLC9A6,evidence_attached,Stim48hr,62,20,12,62,1,,cell_type_specific_context,0,False
8848,SLC9A7,associative_only,Stim48hr,2,1,1,2,,,not_assayed,0,False
8849,SLC9A8,associative_only,Stim8hr,2,1,2,1,,,not_assayed,0,False
8850,SLC9A9,associative_only,Rest,1,1,1,0,,,not_assayed,0,False
8851,SLC9B1,not_assayed,,,2,0,0,0,6,cell_type_specific_context,0,False
8852,SLC9B2,evidence_attached,Rest,13,13,9,2,16,,cell_type_specific_context,0,False
8853,SLCO3A1,associative_only,Stim48hr,6,1,6,6,,,not_assayed,0,False
8854,SLCO4A1,associative_only,Stim48hr,4,0,2,4,0,,cell_type_specific_context,0,False
8855,SLCO4C1,not_assayed,,,0,2,2,,,not_assayed,0,False
8856,SLF1,evidence_attached,Stim8hr,113,18,113,9,,,not_assayed,0,False
8857,SLFN11,associative_only,Stim8hr,3,1,3,1,,,not_assayed,0,False
8858,SLFN12,not_assayed,,,0,5,0,,,not_assayed,0,False
8859,SLFN12L,associative_only,Stim48hr,4,2,2,4,,,not_assayed,0,False
8860,SLFN14,not_assayed,,,0,0,0,,,not_assayed,0,False
8861,SLFN5,associative_only,Rest,3,3,3,3,,,not_assayed,0,False
8862,SLFNL1,not_assayed,,,0,0,1,,,not_assayed,0,False
8863,SLIRP,evidence_attached,Stim48hr,28,2,3,28,48,,specificity_warning,0,False
8864,SLIT3,not_assayed,,,3,2,1,,,not_assayed,0,False
8865,SLK,evidence_attached,Stim8hr,36,1,36,22,1,,cell_type_specific_context,0,False
8866,SLMAP,associative_only,Stim48hr,9,1,2,9,1,,cell_type_specific_context,0,False
8867,SLPI,not_assayed,,,0,0,9,,,not_assayed,0,False
8868,SLTM,evidence_attached,Stim48hr,343,32,32,343,10,,cell_type_specific_context,0,False
8869,SLX1A,not_assayed,,,1,1,0,2,,cell_type_specific_context,0,False
8870,SLX1B,not_assayed,,,1,6,0,,,not_assayed,0,False
8871,SLX4,evidence_attached,Stim48hr,21,0,2,21,,,not_assayed,0,False
8872,SLX4IP,associative_only,Stim8hr,5,2,5,4,0,,cell_type_specific_context,0,False
8873,SLX9,associative_only,Stim48hr,8,4,5,8,,,not_assayed,0,False
8874,SMAD1,associative_only,Stim8hr,3,5,3,2,0,,cell_type_specific_context,74,False
8875,SMAD2,associative_only,Rest,1,1,1,1,0,,cell_type_specific_context,107,False
8876,SMAD3,evidence_attached,Stim8hr,471,529,471,401,5,,cell_type_specific_context,189,False
8877,SMAD4,evidence_attached,Rest,114,114,25,74,8,,cell_type_specific_context,142,False
8878,SMAD5,associative_only,Stim8hr,5,2,5,1,2,,cell_type_specific_context,35,False
8879,SMAD7,evidence_attached,Rest,335,335,0,3,,,not_assayed,66,False
8880,SMAD9,not_assayed,,,6,6,3,24,,cell_type_specific_context,7,False
8881,SMAGP,evidence_attached,Rest,72,72,28,16,16,62,cell_type_specific_context,0,False
8882,SMAP1,associative_only,Rest,3,3,1,2,3,,cell_type_specific_context,0,False
8883,SMAP2,evidence_attached,Stim8hr,47,12,47,1,1,,cell_type_specific_context,0,False
8884,SMARCA1,not_assayed,,,3,2,0,1,,cell_type_specific_context,54,False
8885,SMARCA2,not_assayed,,,3,2,1,0,,cell_type_specific_context,0,False
8886,SMARCA4,evidence_attached,Stim48hr,301,40,165,301,31,,specificity_warning,10,False
8887,SMARCA5,evidence_attached,Rest,2786,2786,1996,136,118,,specificity_warning,16,False
8888,SMARCAD1,associative_only,Rest,2,2,1,2,4,,cell_type_specific_context,0,False
8889,SMARCAL1,associative_only,Rest,4,4,3,3,0,,cell_type_specific_context,0,False
8890,SMARCB1,evidence_attached,Rest,2130,2130,1921,1037,282,723,specificity_warning,5,False
8891,SMARCC1,evidence_attached,Stim48hr,201,138,131,201,261,261,specificity_warning,8,False
8892,SMARCC2,evidence_attached,Stim8hr,16,2,16,2,1,,cell_type_specific_context,1,False
8893,SMARCD1,evidence_attached,Rest,101,101,54,84,44,,specificity_warning,0,False
8894,SMARCD2,evidence_attached,Rest,61,61,24,11,1,,cell_type_specific_context,0,False
8895,SMARCD3,not_assayed,,,0,0,139,1,,cell_type_specific_context,2,False
8896,SMARCE1,evidence_attached,Stim8hr,3267,2380,3267,1586,83,383,specificity_warning,4,False
8897,SMCHD1,associative_only,Rest,9,9,2,2,2,,cell_type_specific_context,0,False
8898,SMCO4,associative_only,Stim8hr,2,1,2,1,0,,cell_type_specific_context,0,False
8899,SMCR8,associative_only,Stim48hr,3,1,1,3,,,not_assayed,0,False
8900,SMDT1,associative_only,Stim48hr,8,2,8,8,1,,cell_type_specific_context,0,False
8901,SMG1,evidence_attached,Stim8hr,2684,2034,2684,1705,4,109,cell_type_specific_context,0,False
8902,SMG5,not_assayed,,,231,0,105,839,3599,specificity_warning,0,False
8903,SMG6,evidence_attached,Stim8hr,18,11,18,3,9,665,cell_type_specific_context,0,False
8904,SMG7,evidence_attached,Stim8hr,1765,1668,1765,905,75,935,specificity_warning,0,False
8905,SMG8,evidence_attached,Stim8hr,756,576,756,645,42,47,specificity_warning,0,False
8906,SMG9,evidence_attached,Stim48hr,1012,420,941,1012,55,145,specificity_warning,0,False
8907,SMIM1,evidence_attached,Rest,17,17,5,4,8,,cell_type_specific_context,0,False
8908,SMIM10L1,associative_only,Rest,3,3,3,3,,,not_assayed,0,False
