rank,gene,typed_status,strongest_condition,strongest_n_total_de_genes,rest_de,stim8hr_de,stim48hr_de,k562_de,rpe1_de,specificity_status,collectri_target_count,standard_t_cell_annotation
340,ALG6,evidence_attached,Stim48hr,333,142,260,333,5,,cell_type_specific_context,0,False
341,ALG8,evidence_attached,Stim48hr,807,82,550,807,1,,cell_type_specific_context,0,False
342,ALG9,evidence_attached,Rest,25,25,3,1,18,,cell_type_specific_context,0,False
343,ALKAL2,not_assayed,,,0,0,0,,,not_assayed,0,False
344,ALKBH1,associative_only,Rest,4,4,4,2,,,not_assayed,0,False
345,ALKBH2,evidence_attached,Rest,365,365,107,97,0,,cell_type_specific_context,0,False
346,ALKBH3,associative_only,Rest,3,3,1,1,1,,cell_type_specific_context,0,False
347,ALKBH4,associative_only,Rest,4,4,2,2,0,,cell_type_specific_context,0,False
348,ALKBH5,associative_only,Stim8hr,8,7,8,4,5,,cell_type_specific_context,0,False
349,ALKBH6,not_assayed,,,1,0,0,0,,cell_type_specific_context,0,False
350,ALKBH7,associative_only,Stim48hr,3,1,3,3,1,,cell_type_specific_context,0,False
351,ALKBH8,associative_only,Rest,7,7,3,7,102,,specificity_warning,0,False
352,ALMS1,evidence_attached,Stim8hr,15,11,15,7,0,,cell_type_specific_context,0,False
353,ALOX12,not_assayed,,,0,0,1,,,not_assayed,0,False
354,ALOX5,evidence_attached,Rest,46,46,29,17,,,not_assayed,0,False
355,ALOX5AP,associative_only,Rest,1,1,1,1,,,not_assayed,0,False
356,ALPK1,associative_only,Stim48hr,8,14,6,8,,,not_assayed,0,False
357,ALPL,not_assayed,,,0,0,0,,,not_assayed,0,False
358,ALS2,evidence_attached,Rest,102,102,6,1,0,,cell_type_specific_context,0,False
359,ALS2CL,not_assayed,,,0,1,4,,,not_assayed,0,False
360,ALX1,not_assayed,,,0,0,0,0,,cell_type_specific_context,4,False
361,ALX3,not_assayed,,,4,0,2,0,,cell_type_specific_context,2,False
362,ALX4,not_assayed,,,1,12,4,0,,cell_type_specific_context,1,False
363,AMBRA1,evidence_attached,Stim48hr,608,6,16,608,71,,specificity_warning,0,False
364,AMD1,evidence_attached,Stim48hr,428,16,194,428,1,,cell_type_specific_context,0,False
365,AMDHD1,not_assayed,,,1,0,0,,,not_assayed,0,False
366,AMDHD2,associative_only,Stim48hr,2,1,1,2,1,,cell_type_specific_context,0,False
367,AMER1,evidence_attached,Rest,276,276,2,1,,,not_assayed,0,False
368,AMFR,associative_only,Rest,5,5,5,5,2,,cell_type_specific_context,0,False
369,AMIGO1,not_assayed,,,42,23,0,,,not_assayed,0,False
370,AMIGO2,associative_only,Stim8hr,9,4,9,3,,,not_assayed,0,False
371,AMMECR1,associative_only,Stim48hr,7,3,7,7,63,,specificity_warning,0,False
372,AMMECR1L,not_assayed,,,0,73,226,,,not_assayed,0,False
373,AMN,not_assayed,,,0,0,0,,,not_assayed,0,False
374,AMN1,associative_only,Rest,1,1,1,1,0,,cell_type_specific_context,0,False
375,AMOT,not_assayed,,,1,0,0,,,not_assayed,0,False
376,AMPD2,associative_only,Rest,2,2,2,1,0,,cell_type_specific_context,0,False
377,AMPD3,associative_only,Rest,5,5,2,2,1,,cell_type_specific_context,0,False
378,AMT,not_assayed,,,0,0,0,,,not_assayed,0,False
379,AMY2B,not_assayed,,,1,0,0,,,not_assayed,0,False
380,AMZ2,associative_only,Stim8hr,4,1,4,1,9,,cell_type_specific_context,0,False
381,ANAPC10,associative_only,Stim8hr,5,2,5,69,0,347,cell_type_specific_context,0,False
382,ANAPC11,evidence_attached,Stim48hr,34,0,5,34,1,596,cell_type_specific_context,0,False
383,ANAPC13,not_assayed,,,1,2,0,6,97,cell_type_specific_context,0,False
384,ANAPC15,associative_only,Rest,5,5,2,3,1,2,cell_type_specific_context,0,False
385,ANAPC16,associative_only,Rest,6,6,5,4,1,,cell_type_specific_context,0,False
386,ANAPC5,associative_only,Stim8hr,3,0,3,2,1,634,cell_type_specific_context,0,False
387,ANAPC7,associative_only,Rest,4,4,4,2,11,,cell_type_specific_context,0,False
388,ANGEL1,associative_only,Stim8hr,2,1,2,1,,,not_assayed,0,False
389,ANGEL2,associative_only,Stim8hr,2,1,2,1,3,,cell_type_specific_context,0,False
390,ANGPT2,not_assayed,,,0,0,0,,,not_assayed,0,False
391,ANGPTL4,not_assayed,,,2,17,0,,,not_assayed,0,False
392,ANGPTL6,associative_only,Stim48hr,1,0,3,1,,,not_assayed,0,False
393,ANHX,not_assayed,,,0,2,0,0,,cell_type_specific_context,0,False
394,ANK1,not_assayed,,,2,0,0,1,,cell_type_specific_context,0,False
395,ANK3,not_assayed,,,1,0,0,0,,cell_type_specific_context,0,False
396,ANKAR,evidence_attached,Rest,292,292,136,7,,,not_assayed,0,False
397,ANKDD1A,not_assayed,,,0,0,0,,,not_assayed,0,False
398,ANKEF1,associative_only,Rest,3,3,2,2,,,not_assayed,0,False
399,ANKFY1,evidence_attached,Rest,11,11,7,4,12,,cell_type_specific_context,0,False
400,ANKH,associative_only,Stim48hr,7,2,1,7,,,not_assayed,0,False
401,ANKHD1-EIF4EBP3,not_assayed,,,3,6,8,,,not_assayed,0,False
402,ANKK1,not_assayed,,,17,45,1,,,not_assayed,0,False
403,ANKLE1,associative_only,Stim8hr,4,1,4,2,0,,cell_type_specific_context,0,False
404,ANKLE2,not_assayed,,,75,1,0,4,338,cell_type_specific_context,0,False
405,ANKMY1,associative_only,Stim48hr,3,2,2,3,1,,cell_type_specific_context,0,False
406,ANKMY2,evidence_attached,Stim8hr,23,17,23,15,1,,cell_type_specific_context,0,False
407,ANKRA2,not_assayed,,,0,72,0,19,,cell_type_specific_context,0,False
408,ANKRD10,evidence_attached,Stim8hr,34,1,34,5,1,,cell_type_specific_context,0,False
409,ANKRD11,evidence_attached,Stim8hr,69,15,69,19,515,566,specificity_warning,0,False
410,ANKRD12,associative_only,Stim48hr,3,1,1,3,3,,cell_type_specific_context,0,False
411,ANKRD13A,associative_only,Stim8hr,2,1,2,1,0,,cell_type_specific_context,0,False
412,ANKRD13B,associative_only,Stim8hr,4,2,4,1,8,,cell_type_specific_context,0,False
413,ANKRD13C,associative_only,Stim48hr,3,2,1,3,0,,cell_type_specific_context,0,False
414,ANKRD13C-DT,associative_only,Rest,3,3,2,2,,,not_assayed,0,False
415,ANKRD13D,not_assayed,,,0,2,0,12,,cell_type_specific_context,0,False
416,ANKRD16,evidence_attached,Stim8hr,15,1,15,9,12,,cell_type_specific_context,0,False
417,ANKRD17,evidence_attached,Stim8hr,46,8,46,3,185,662,specificity_warning,0,False
418,ANKRD18A,not_assayed,,,2,0,2,,,not_assayed,0,False
419,ANKRD23,not_assayed,,,2,0,0,,,not_assayed,0,False
420,ANKRD26,associative_only,Stim48hr,4,3,2,4,1,,cell_type_specific_context,0,False
421,ANKRD27,evidence_attached,Rest,22,22,9,7,30,,specificity_warning,0,False
422,ANKRD28,associative_only,Rest,2,2,1,2,0,,cell_type_specific_context,0,False
423,ANKRD31,not_assayed,,,6,7,0,,,not_assayed,0,False
424,ANKRD33B,associative_only,Stim48hr,4,0,1,4,0,,cell_type_specific_context,0,False
425,ANKRD36,associative_only,Rest,1,1,1,1,2,,cell_type_specific_context,0,False
426,ANKRD36B,not_assayed,,,0,1,1,,,not_assayed,0,False
427,ANKRD36C,not_assayed,,,0,1,2,0,,cell_type_specific_context,0,False
428,ANKRD37,associative_only,Stim48hr,7,0,1,7,,,not_assayed,0,False
429,ANKRD39,not_assayed,,,6,4,4,264,16,specificity_warning,0,False
430,ANKRD40,evidence_attached,Rest,46,46,27,7,0,,cell_type_specific_context,0,False
431,ANKRD42,not_assayed,,,0,0,0,,,not_assayed,0,False
432,ANKRD44,not_assayed,,,3,0,0,,,not_assayed,0,False
433,ANKRD46,associative_only,Stim8hr,5,1,5,4,0,,cell_type_specific_context,0,False
434,ANKRD49,evidence_attached,Rest,551,551,57,354,7,112,cell_type_specific_context,0,False
435,ANKRD52,associative_only,Stim8hr,7,0,7,2,0,,cell_type_specific_context,0,False
436,ANKRD54,evidence_attached,Stim48hr,21,1,3,21,0,,cell_type_specific_context,0,False
437,ANKRD6,not_assayed,,,0,0,0,,,not_assayed,0,False
438,ANKRD61,evidence_attached,Stim48hr,1177,1,82,1177,,,not_assayed,0,False
439,ANKRD9,associative_only,Stim8hr,9,0,9,3,1,,cell_type_specific_context,0,False
440,ANKS1A,not_assayed,,,0,0,3,0,,cell_type_specific_context,0,False
441,ANKS3,evidence_attached,Stim8hr,22,5,22,8,5,,cell_type_specific_context,0,False
442,ANKS6,not_assayed,,,2,4,2,1,18,cell_type_specific_context,0,False
443,ANKZF1,evidence_attached,Rest,151,151,39,9,1,,cell_type_specific_context,0,False
444,ANO10,associative_only,Rest,1,1,1,1,0,,cell_type_specific_context,0,False
445,ANO6,associative_only,Rest,2,2,2,2,1,,cell_type_specific_context,0,False
446,ANO8,associative_only,Rest,2,2,2,2,,,not_assayed,0,False
447,ANO9,not_assayed,,,0,0,2,,,not_assayed,0,False
448,ANP32A,associative_only,Stim48hr,4,3,2,4,1,,cell_type_specific_context,0,False
449,ANP32B,evidence_attached,Stim8hr,274,93,274,31,132,,specificity_warning,0,False
450,ANP32E,associative_only,Stim48hr,2,1,1,2,2,,cell_type_specific_context,0,False
451,ANPEP,not_assayed,,,1,1,1,,,not_assayed,0,False
452,ANTKMT,evidence_attached,Stim48hr,49,17,5,49,7,,cell_type_specific_context,0,False
453,ANTXR2,associative_only,Rest,2,2,2,2,0,,cell_type_specific_context,0,False
454,ANXA1,associative_only,Stim48hr,5,1,1,5,0,,cell_type_specific_context,0,False
455,ANXA11,associative_only,Rest,1,1,1,1,1,,cell_type_specific_context,0,False
456,ANXA2,associative_only,Stim48hr,2,1,1,2,1,,cell_type_specific_context,0,False
457,ANXA2R,associative_only,Rest,2,2,0,1,0,,cell_type_specific_context,0,False
458,ANXA3,not_assayed,,,0,0,0,1,,cell_type_specific_context,0,False
459,ANXA4,associative_only,Stim48hr,2,1,1,2,2,,cell_type_specific_context,0,False
460,ANXA5,associative_only,Stim48hr,4,1,1,4,1,,cell_type_specific_context,0,False
461,ANXA6,evidence_attached,Stim48hr,120,1,6,120,1,,cell_type_specific_context,0,False
462,ANXA7,associative_only,Rest,6,6,4,4,57,,specificity_warning,0,False
463,ANXA9,not_assayed,,,0,4,1,,,not_assayed,0,False
464,AOAH,associative_only,Stim48hr,2,0,0,2,,,not_assayed,0,False
465,AOC2,not_assayed,,,0,0,0,,,not_assayed,0,False
466,AOC3,not_assayed,,,1,1,1,,,not_assayed,0,False
467,AOPEP,not_assayed,,,0,0,2,0,,cell_type_specific_context,0,False
468,AP1AR,associative_only,Rest,1,1,1,0,1,,cell_type_specific_context,0,False
469,AP1B1,associative_only,Rest,4,4,3,4,7,,cell_type_specific_context,0,False
470,AP1G1,associative_only,Rest,1,1,1,1,4,,cell_type_specific_context,0,False
471,AP1G2,associative_only,Stim8hr,3,2,3,2,0,,cell_type_specific_context,0,False
472,AP1M1,evidence_attached,Rest,29,29,11,21,0,,cell_type_specific_context,0,False
473,AP1S1,associative_only,Rest,4,4,2,1,3,,cell_type_specific_context,0,False
474,AP1S2,evidence_attached,Rest,221,221,146,4,1,,cell_type_specific_context,0,False
475,AP1S3,associative_only,Stim48hr,5,2,2,5,,,not_assayed,0,False
476,AP2A1,evidence_attached,Stim48hr,55,4,3,55,188,347,specificity_warning,0,False
477,AP2A2,associative_only,Rest,3,3,1,1,1,,cell_type_specific_context,0,False
478,AP2B1,evidence_attached,Stim48hr,12,9,9,12,47,,specificity_warning,0,False
479,AP2S1,evidence_attached,Stim48hr,33,14,10,33,241,41,specificity_warning,0,False
480,AP3B1,associative_only,Rest,7,7,3,1,12,,cell_type_specific_context,0,False
481,AP3D1,evidence_attached,Rest,72,72,1,2,1,,cell_type_specific_context,0,False
482,AP3M1,associative_only,Stim48hr,3,1,2,3,0,,cell_type_specific_context,0,False
483,AP3M2,associative_only,Stim48hr,3,1,3,3,101,,specificity_warning,0,False
484,AP3S1,evidence_attached,Rest,30,30,4,4,52,,specificity_warning,0,False
485,AP3S2,associative_only,Stim48hr,3,1,1,3,2,,cell_type_specific_context,0,False
486,AP4B1,associative_only,Rest,3,3,1,1,0,,cell_type_specific_context,0,False
487,AP4E1,associative_only,Stim8hr,2,1,2,1,,,not_assayed,0,False
488,AP4M1,evidence_attached,Stim8hr,17,134,17,3,15,,cell_type_specific_context,0,False
489,AP4S1,associative_only,Rest,2,2,2,2,13,,cell_type_specific_context,0,False
490,AP5B1,not_assayed,,,0,0,1,0,,cell_type_specific_context,0,False
491,AP5M1,associative_only,Stim8hr,4,2,4,3,1,,cell_type_specific_context,0,False
492,AP5S1,associative_only,Stim48hr,2,1,1,2,0,,cell_type_specific_context,0,False
493,AP5Z1,associative_only,Rest,1,1,1,1,1,,cell_type_specific_context,0,False
494,APAF1,evidence_attached,Rest,90,90,3,2,0,,cell_type_specific_context,0,False
495,APBA1,not_assayed,,,1,1,2,,,not_assayed,0,False
496,APBA2,not_assayed,,,8,1,0,0,,cell_type_specific_context,0,False
497,APBA3,not_assayed,,,0,2,0,0,,cell_type_specific_context,0,False
498,APBB1,associative_only,Rest,7,7,1,0,,,not_assayed,2,False
499,APBB1IP,evidence_attached,Rest,31,31,13,27,,,not_assayed,0,False
500,APBB2,not_assayed,,,0,1,0,,,not_assayed,0,False
501,APBB3,associative_only,Stim8hr,4,3,4,2,1,,cell_type_specific_context,0,False
502,APC,evidence_attached,Rest,337,337,245,7,17,,cell_type_specific_context,0,False
503,APEH,associative_only,Stim8hr,3,1,3,1,4,,cell_type_specific_context,0,False
504,APEX1,evidence_attached,Stim8hr,210,78,210,110,1,,cell_type_specific_context,41,False
505,APEX2,evidence_attached,Stim8hr,20,12,20,5,0,,cell_type_specific_context,0,False
506,APH1A,evidence_attached,Stim8hr,13,7,13,11,2,,cell_type_specific_context,0,False
507,APH1B,associative_only,Rest,1,1,0,1,0,,cell_type_specific_context,0,False
508,API5,evidence_attached,Stim8hr,17,3,17,3,10,,cell_type_specific_context,0,False
509,APIP,associative_only,Rest,5,5,2,3,12,,cell_type_specific_context,0,False
510,APLF,not_assayed,,,2,0,6,,,not_assayed,0,False
511,APLP1,not_assayed,,,0,0,2,0,,cell_type_specific_context,0,False
512,APLP2,associative_only,Rest,2,2,1,1,1,,cell_type_specific_context,0,False
513,APMAP,evidence_attached,Stim8hr,40,3,40,36,1,,cell_type_specific_context,0,False
514,APOA1,not_assayed,,,0,0,0,,,not_assayed,0,False
515,APOA4,not_assayed,,,1,2,1,,,not_assayed,0,False
516,APOBEC2,not_assayed,,,0,0,4,,,not_assayed,0,False
517,APOBEC3A,not_assayed,,,24,2,2,,,not_assayed,0,False
518,APOBEC3B,evidence_attached,Stim8hr,185,113,185,47,0,,cell_type_specific_context,0,False
519,APOBEC3C,associative_only,Stim48hr,4,1,1,4,1,,cell_type_specific_context,0,False
520,APOBEC3D,not_assayed,,,3,2,4,,,not_assayed,0,False
521,APOBEC3F,associative_only,Rest,1,1,1,1,,,not_assayed,0,False
522,APOBEC3G,evidence_attached,Rest,104,104,1,2,0,,cell_type_specific_context,0,False
523,APOBEC3H,associative_only,Rest,3,3,2,2,,,not_assayed,0,False
524,APOBR,associative_only,Rest,4,4,1,1,0,,cell_type_specific_context,0,False
525,APOC1,not_assayed,,,0,1,0,3,,cell_type_specific_context,0,False
526,APOC3,not_assayed,,,0,0,0,,,not_assayed,0,False
527,APOD,not_assayed,,,0,2,0,,,not_assayed,0,False
528,APOE,not_assayed,,,1,0,6,1,,cell_type_specific_context,0,False
529,APOL1,associative_only,Rest,1,1,1,1,,,not_assayed,0,False
530,APOL2,associative_only,Stim8hr,6,3,6,2,0,,cell_type_specific_context,0,False
531,APOL3,associative_only,Rest,1,1,1,1,,,not_assayed,0,False
532,APOL6,associative_only,Stim8hr,7,4,7,2,,,not_assayed,0,False
533,APOLD1,not_assayed,,,0,4,5,,,not_assayed,0,False
534,APOM,not_assayed,,,1,2,8,23,,cell_type_specific_context,0,False
535,APOO,associative_only,Rest,1,1,1,1,1,,cell_type_specific_context,0,False
536,APOOL,associative_only,Rest,2,2,1,2,1,,cell_type_specific_context,0,False
537,APP,associative_only,Stim48hr,5,2,4,5,,,not_assayed,0,False
538,APPBP2,evidence_attached,Rest,31,31,24,24,1,,cell_type_specific_context,0,False
539,APPL2,evidence_attached,Stim8hr,460,2,460,9,,,not_assayed,0,False
540,APRT,associative_only,Stim48hr,2,1,1,2,1,,cell_type_specific_context,0,False
541,APTX,associative_only,Rest,1,1,1,1,1,,cell_type_specific_context,0,False
542,AQP1,not_assayed,,,0,1,0,,,not_assayed,0,False
543,AQP11,not_assayed,,,0,1,0,,,not_assayed,0,False
544,AQP3,associative_only,Rest,5,5,0,1,0,,cell_type_specific_context,0,False
545,AQP5,not_assayed,,,2,2,6,,,not_assayed,0,False
546,AQP9,not_assayed,,,0,0,0,,,not_assayed,0,False
547,AR,not_assayed,,,3,3,3,0,,cell_type_specific_context,512,False
548,ARAF,associative_only,Stim8hr,5,2,5,1,5,,cell_type_specific_context,0,False
549,ARAP1,associative_only,Rest,3,3,1,2,0,,cell_type_specific_context,0,False
550,ARAP2,not_assayed,,,7,1,1,,,not_assayed,0,False
551,ARAP3,associative_only,Stim48hr,1,0,0,1,,,not_assayed,0,False
552,ARB2A,associative_only,Stim48hr,2,1,1,2,,,not_assayed,0,False
553,ARC,not_assayed,,,7,1,1,,,not_assayed,0,False
554,AREG,not_assayed,,,0,3,2,0,,cell_type_specific_context,0,False
555,AREL1,associative_only,Rest,5,5,2,5,9,,cell_type_specific_context,0,False
556,ARF1,evidence_attached,Rest,1754,1754,58,8,1,,cell_type_specific_context,0,False
557,ARF3,associative_only,Rest,2,2,1,2,37,,specificity_warning,0,False
558,ARF4,evidence_attached,Stim8hr,154,6,154,13,1,353,cell_type_specific_context,0,False
559,ARF5,associative_only,Rest,3,3,2,2,18,,cell_type_specific_context,0,False
560,ARF6,associative_only,Stim8hr,6,2,6,3,1,,cell_type_specific_context,0,False
561,ARFGAP1,associative_only,Stim48hr,8,2,6,8,4,,cell_type_specific_context,0,False
562,ARFGAP2,associative_only,Stim8hr,4,2,4,3,1,,cell_type_specific_context,0,False
563,ARFGAP3,associative_only,Rest,5,5,3,3,0,,cell_type_specific_context,0,False
564,ARFGEF1,evidence_attached,Stim8hr,33,13,33,2,82,,specificity_warning,0,False
565,ARFGEF2,associative_only,Stim8hr,2,1,2,1,0,,cell_type_specific_context,0,False
566,ARFIP1,associative_only,Rest,3,3,2,1,1,,cell_type_specific_context,0,False
567,ARFIP2,evidence_attached,Stim8hr,12,9,12,6,31,,specificity_warning,0,False
568,ARFRP1,evidence_attached,Stim8hr,17,5,17,3,1,2,cell_type_specific_context,0,False
569,ARG1,not_assayed,,,0,17,2,,,not_assayed,0,False
570,ARG2,associative_only,Stim48hr,1,2,0,1,0,,cell_type_specific_context,0,False
571,ARGFX,not_assayed,,,0,0,0,0,0,cell_type_specific_context,0,False
572,ARGLU1,evidence_attached,Stim8hr,43,22,43,13,969,322,specificity_warning,0,False
573,ARHGAP1,associative_only,Stim8hr,7,4,7,6,1,,cell_type_specific_context,0,False
574,ARHGAP10,associative_only,Rest,2,2,2,1,,,not_assayed,0,False
575,ARHGAP11A,evidence_attached,Rest,11,11,10,8,1,,cell_type_specific_context,0,False
576,ARHGAP11B,associative_only,Rest,2,2,1,2,4,9,cell_type_specific_context,0,False
577,ARHGAP12,associative_only,Rest,4,4,2,2,0,,cell_type_specific_context,0,False
578,ARHGAP15,evidence_attached,Stim8hr,19,1,19,1,,,not_assayed,0,False
579,ARHGAP17,associative_only,Rest,3,3,1,1,0,,cell_type_specific_context,0,False
580,ARHGAP18,associative_only,Rest,2,2,1,2,1,,cell_type_specific_context,0,False
581,ARHGAP19,associative_only,Stim48hr,3,1,2,3,0,,cell_type_specific_context,0,False
582,ARHGAP21,associative_only,Stim48hr,4,3,2,4,2,,cell_type_specific_context,0,False
583,ARHGAP24,not_assayed,,,1,0,0,0,,cell_type_specific_context,0,False
584,ARHGAP25,associative_only,Stim8hr,1,0,1,0,0,,cell_type_specific_context,0,False
585,ARHGAP26,associative_only,Stim48hr,6,2,2,6,,,not_assayed,0,False
586,ARHGAP27,evidence_attached,Stim8hr,934,9,934,76,,,not_assayed,0,False
587,ARHGAP30,evidence_attached,Rest,1840,1840,299,1484,,,not_assayed,0,False
588,ARHGAP31,associative_only,Stim8hr,2,1,2,0,,,not_assayed,0,False
589,ARHGAP32,not_assayed,,,1,2,1,,,not_assayed,0,False
590,ARHGAP33,associative_only,Rest,9,9,9,3,,,not_assayed,0,False
591,ARHGAP45,evidence_attached,Stim8hr,50,34,50,1,0,,cell_type_specific_context,0,False
592,ARHGAP5,associative_only,Stim48hr,2,1,1,2,4,,cell_type_specific_context,0,False
593,ARHGAP6,not_assayed,,,0,0,1,224,570,specificity_warning,0,False
594,ARHGAP9,associative_only,Rest,1,1,1,1,,,not_assayed,0,False
595,ARHGDIA,associative_only,Rest,1,1,1,1,1,,cell_type_specific_context,0,False
596,ARHGDIB,associative_only,Stim48hr,4,3,3,4,1,,cell_type_specific_context,0,False
597,ARHGEF1,associative_only,Rest,1,1,1,1,13,,cell_type_specific_context,0,False
598,ARHGEF10,not_assayed,,,0,1,0,13,,cell_type_specific_context,0,False
599,ARHGEF11,not_assayed,,,4,2,0,1,,cell_type_specific_context,0,False
600,ARHGEF12,associative_only,Rest,1,1,1,1,3,,cell_type_specific_context,0,False
601,ARHGEF18,evidence_attached,Stim8hr,11,3,11,4,1,,cell_type_specific_context,0,False
602,ARHGEF19,associative_only,Stim8hr,1,1,1,0,,,not_assayed,0,False
603,ARHGEF2,associative_only,Rest,3,3,3,2,1,,cell_type_specific_context,0,False
604,ARHGEF3,not_assayed,,,0,0,0,,,not_assayed,0,False
605,ARHGEF39,associative_only,Rest,2,2,1,1,0,,cell_type_specific_context,0,False
606,ARHGEF40,not_assayed,,,0,0,0,,,not_assayed,0,False
607,ARHGEF5,evidence_attached,Stim8hr,38,6,38,0,,,not_assayed,0,False
608,ARHGEF6,associative_only,Stim48hr,3,2,2,3,0,,cell_type_specific_context,0,False
609,ARHGEF7,not_assayed,,,1,0,0,0,,cell_type_specific_context,0,False
610,ARHGEF9,associative_only,Rest,2,2,1,1,0,,cell_type_specific_context,0,False
611,ARID1A,evidence_attached,Rest,101,101,100,64,77,,specificity_warning,8,False
612,ARID1B,associative_only,Rest,1,1,1,1,1,,cell_type_specific_context,5,False
613,ARID2,evidence_attached,Rest,298,298,216,270,94,,specificity_warning,0,False
614,ARID3A,evidence_attached,Stim48hr,15,4,8,15,20,17,cell_type_specific_context,7,False
615,ARID3B,evidence_attached,Stim48hr,12,1,3,12,0,,cell_type_specific_context,6,False
616,ARID3C,not_assayed,,,1,0,0,1,,cell_type_specific_context,0,False
617,ARID4A,associative_only,Stim48hr,10,2,1,10,9,,cell_type_specific_context,5,False
618,ARID4B,evidence_attached,Stim8hr,242,8,242,18,4,,cell_type_specific_context,12,False
